pto_no,sacco,permit_id,primary_route,all_matches,confidence,score,reasons,route_text
NTSA/RSN-0236,Kidagi,ADR-7WRSZPL,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, gikambura, dagoreti"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,NTR-00201910041157320,105,105 (MEDIUM:63); 30 (MEDIUM:51); 107 (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, odeon); Terminal 'odeon'","kibera(dc), via prestige,yaya,kileleshwa,lavington,westlands,kangemi,kikuyu,odeon,via limuru rd,ndenderu, karura"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,ADR-K9BF6QW,105,105 (MEDIUM:63); 107 (MEDIUM:63); 100A (MEDIUM:63),MEDIUM,63,"4 waypoints (westlands, kangemi, odeon); Terminal 'odeon'","Ayany, olympic mashimoni kibera kabiria waithaka via ngong rd kawangware yaya kileleshwa lavington westlands kangemi kikuyu karura ndenderu odeon ngara thika rd kiambu rd ruiru via gitongoro limuru rd gacharage, gachie"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,ADR-7WRS9A5,48B,48B (MEDIUM:51); 48C (MEDIUM:51); 30 (LOW:39),MEDIUM,51,"3 waypoints (westlands, kileleshwa, odeon); Terminal 'odeon'","odeon, yaya,westlands, lavington, kileleshwa"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,ADR-BQ9SQR6,25,25 (LOW:39); 49 (LOW:39); 107 (LOW:39),LOW,39,"2 waypoints (pangani, odeon); Terminal 'odeon'","odeon, highridge, pangani, ndenderu"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,ADR-REOSZ2E,48B,48B (MEDIUM:51); 48C (MEDIUM:51); 30 (LOW:39),MEDIUM,51,"3 waypoints (westlands, kileleshwa, odeon); Terminal 'odeon'","odeon, westlands, lavington, kileleshwa, yaya"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,ADR-MDMSJ9R,48B,48B (MEDIUM:51); 48C (MEDIUM:51); 30 (LOW:39),MEDIUM,51,"3 waypoints (westlands, kileleshwa, odeon); Terminal 'odeon'","odeon, westlands,lavington,kileleshwa,yaya,via prestige, kibera dc"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,ADR-YM3SBWQ,105,105 (MEDIUM:63); 30 (MEDIUM:51); 23KG (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, odeon); Terminal 'odeon'","odeon, kileleshwa,kiberadclavington,westlands,kangemi, kikuyu"
NTSA/RSN-0244,Killeton Commuters Services Savings AND Credit Cooperative,ADR-8LMSYRL,105,105 (MEDIUM:63); 30 (MEDIUM:51); 23KG (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, odeon); Terminal 'odeon'","odeon, yaya,kileleshwa,kiberadc via prestigelavington,westlands,kangemi, kikuyu"
NTSA/RSN-0247,Kimma,NTR-0056,,,UNMATCHED,0,Insufficient keyword overlap,"Nairobi, Emali, Loitoktok"
NTSA/RSN-0247,Kimma,NTR-00202012241413120,,,UNMATCHED,0,Insufficient keyword overlap,"Nairobi, Kangundo rd kangundo athi river kitengela machakos masii tawa mbumbuni wote emali, Loitoktok"
NTSA/RSN-0247,Kimma,NTR-001098,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, athi river, kitengela, machakos"
NTSA/RSN-0247,Kimma,NTR-001104,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, kitengela, athi river, machakos"
NTSA/RSN-0247,Kimma,ADR-9AKFAOJ,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, athi river, kitengela, machakos"
NTSA/RSN-0247,Kimma,ADR-DB3TBQ3,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, athi river , kitengela, machakos"
NTSA/RSN-0247,Kimma,ADR-3ZQSLO2,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, kitengela, machakos, masii, tawa, mbumbuni"
NTSA/RSN-0247,Kimma,ADR-JY7SQEE,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, kitengela, athiriver, machakos"
NTSA/RSN-0247,Kimma,ADR-POKSM75,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, athiriver, kitengela, machakos"
NTSA/RSN-0247,Kimma,ADR-VYASVZO,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, machakos,athiriver, kitengela"
NTSA/RSN-0247,Kimma,ADR-Q5LCYBZ,110,110 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, kitengela, athi river"
NTSA/RSN-0247,Kimma,ADR-EPJSAQK,11_2,11_2 (LOW:39),LOW,39,"2 waypoints (railway, machakos); Terminal 'railways'","railway, machakos, athi river"
NTSA/RSN-0247,Kimma,ADR-2DVSZ2O,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, machakos,athi river , kitengela"
NTSA/RSN-0247,Kimma,ADR-K9BFELO,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, kitengela, machakos"
NTSA/RSN-0247,Kimma,ADR-7WRS7VB,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, kitengela, machakos, Wote"
NTSA/RSN-0247,Kimma,ADR-BQ9S7PR,11_2,11_2 (LOW:39),LOW,39,"2 waypoints (machakos, railways); Terminal 'railways'","railways, machakos, athiriverkitengela"
NTSA/RSN-0247,Kimma,ADR-REOS8BD,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, kitengela, athi/river, machakos"
NTSA/RSN-0247,Kimma,ADR-MDMSKO2,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, athi river, kitengela, machakos, masii, tawa, mbumbuni, wote"
NTSA/RSN-0255,Kiragi,NTR-00496,2,2 (LOW:39); 8 (LOW:39); 56 (LOW:39),LOW,39,"2 waypoints (kibera, railways); Terminal 'railways'","railways, knh,yaya, kibera"
NTSA/RSN-0255,Kiragi,NTR-00201901141201050,2,2 (LOW:39); 8 (LOW:39); 56 (LOW:39),LOW,39,"2 waypoints (kibera, railways); Terminal 'railways'","railways, knh,yaya,kibera,westlands, st marys"
NTSA/RSN-0255,Kiragi,NTR-00202011171405560,111,111 (MEDIUM:63); 2 (MEDIUM:51); 8 (MEDIUM:51),MEDIUM,63,"4 waypoints (ngong, railways, kibera); Terminal 'railways'","Railways, KNH Yaya Ngong Karen Satelite Kibera westlands St Marys Gikomba Eastleigh Nyayo City Stadium, Mlolongo"
NTSA/RSN-0255,Kiragi,ADR-O68ILOR,2,2 (LOW:39); 8 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kibera, railways); Terminal 'railways'","railways, kibera, knh"
NTSA/RSN-0255,Kiragi,ADR-6DBSDBP,2,2 (LOW:39); 8 (LOW:39); 56 (LOW:39),LOW,39,"2 waypoints (kibera, railways); Terminal 'railways'","railways, kibera,knh, yaya"
NTSA/RSN-0255,Kiragi,ADR-WZ9S3Q6,2,2 (MEDIUM:51); 8 (MEDIUM:51); 102 (MEDIUM:51),MEDIUM,51,"3 waypoints (ngong, kibera, railways); Terminal 'railways'","railways, kibera, ngong road"
NTSA/RSN-0269,Kiwaliru,NTR-00202006121329170,,,UNMATCHED,0,Insufficient keyword overlap,"Kikuyu, WangigeChuraKahuhoZambeziNderiNdumaLimuruKabukuNgecha, Ruku"
NTSA/RSN-0269,Kiwaliru,NTR-00202102241508470,103,103 (LOW:36); 129 (LOW:36),LOW,36,"3 waypoints (ndumbuini, wangige, kanyariri)","Kikuyu, wangige kanyariri ndumbuini kiambu, Limuru"
NTSA/RSN-0269,Kiwaliru,NTR-00202102241508080,,,UNMATCHED,0,Insufficient keyword overlap,"Kikuyu, wangige ruiru dagoretti market kamangu, Limuru"
NTSA/RSN-0269,Kiwaliru,NTR-00202102241506170,107D,107D (LOW:36),LOW,36,"3 waypoints (kiambu, ruiru, ruaka)","Kikuyu, wangige gachie ruaka kiambu, Ruiru"
NTSA/RSN-0269,Kiwaliru,NTR-00202111051635150,,,UNMATCHED,0,Insufficient keyword overlap,"kiambu, wangige kikuyu, ngong via karen"
NTSA/RSN-0269,Kiwaliru,NTR-00663,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, wangige, limuru, kiambu"
NTSA/RSN-0269,Kiwaliru,NTR-00201909161225430,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, wangige,chura,kahuho,zambezi,nderi,nduma, limuru"
NTSA/RSN-0269,Kiwaliru,ADR-7WRS9BP,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, wangige, limuru, ruiru"
NTSA/RSN-0269,Kiwaliru,ADR-BQ9SQAV,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, ruiru,wangige, limuru"
NTSA/RSN-0269,Kiwaliru,ADR-REOSZ9Q,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, kiambu,wangige, limuru"
NTSA/RSN-0271,Kizali,NTR-00201903291409260,102,102 (LOW:36); 103 (LOW:36),LOW,36,"3 waypoints (ngong, dagoretti, kikuyu)","Kikuyu, Wangige Ngecha Kari Kerwa Thamanda kahuho Kiambu Ruiru Thika kanjeru Ndeiya Muhuri Rd Dagoretti market Karen Limuru Nachu Sgr Ngong Kiserian, Naivasha"
NTSA/RSN-0271,Kizali,NTR-001158,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, limuru, naivasha"
NTSA/RSN-0271,Kizali,NTR-00789,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, limuru, mai mahiu"
NTSA/RSN-0271,Kizali,NTR-00705,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, limuru, maimahiu"
NTSA/RSN-0271,Kizali,NTR-00201805151612080,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, limuru, naivasha"
NTSA/RSN-0271,Kizali,NTR-00201903291434030,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, limuru,nachu,sgr, naivasha"
NTSA/RSN-0271,Kizali,ADR-REOS8KD,,,UNMATCHED,0,Insufficient keyword overlap,"Kikuyu, WangigeNgechaKariKerwaThamandakahuhoKiambuRuiruThikakanjeruNdeiyaMuhuri RdLimuruNachuSgr, Naivasha"
NTSA/RSN-0271,Kizali,ADR-MDMSK72,,,UNMATCHED,0,Insufficient keyword overlap,"Kikuyu, WangigeNgechaKariKerwaThamandakahuhoKiambuRuiruThikakanjeruNdeiyaMuhuri Rd Dagoretti marketKaren LimuruNachuSgr, Naivasha"
NTSA/RSN-0271,Kizali,ADR-YM3SVD2,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, limuru, maimahiu, naivasha"
NTSA/RSN-0271,Kizali,ADR-8LMSJZ3,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, mai mahiu, limuru"
NTSA/RSN-0271,Kizali,ADR-ZZJS9AE,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, mai mahiu, limuru"
NTSA/RSN-0271,Kizali,ADR-LZRSOML,105,105 (LOW:36); 115 (LOW:36); 135 (LOW:36),LOW,36,"3 waypoints (nairobi, kari, kikuyu)","nairobi, kikuyu,ngecha,kari,kerwa,thamanda,kahuho,kanjeru,ndeiya,muhuri rd,limuru,nachu,sgr, naivasha"
NTSA/RSN-0277,Ksmt,NTR-00201810081022580,,,UNMATCHED,0,Insufficient keyword overlap,"City Cabanas, RuiruVia Mwihoko thika(oil libya), Mwingi"
NTSA/RSN-0277,Ksmt,NTR-00442,237,237 (LOW:36),LOW,36,"3 waypoints (juja, thika, ruiru)","City Cabanas, Ruiru via Mwihoko Juja Farm Athi Thika, Mwingi"
NTSA/RSN-0277,Ksmt,ADR-537HWW8,,,UNMATCHED,0,Insufficient keyword overlap,"city cabanas, ruiru, mwingi"
NTSA/RSN-0277,Ksmt,ADR-A5AC885,,,UNMATCHED,0,Insufficient keyword overlap,"city cabanas, mwingi, ruiru"
NTSA/RSN-0277,Ksmt,ADR-9AKFRRK,,,UNMATCHED,0,Insufficient keyword overlap,"city cabanas, ruiru,via mwihoko, mwingi"
NTSA/RSN-0285,Lankana Society,NTR-00202105240920410,126,126 (MEDIUM:48); 24 (LOW:36); 125 (LOW:36),MEDIUM,48,"4 waypoints (rongai, ongata, bomas)","karen, bomas gataka rd ongata rongai kiserian isinya ngong, Kawangware"
NTSA/RSN-0285,Lankana Society,NTR-00201910041613510,125,125 (MEDIUM:63); 126 (MEDIUM:63); 111 (MEDIUM:51),MEDIUM,63,"5 waypoints (bomas, railways, rongai); Terminal 'railways'","railways, langata rd,bomas,hardy,gataka rd,ongata rongai,kiserian,ngong, karen"
NTSA/RSN-0285,Lankana Society,ADR-2DVSRVL,125,125 (MEDIUM:51); 126 (MEDIUM:51); 24C (MEDIUM:48),MEDIUM,51,"3 waypoints (bomas, railways, langata); Terminal 'railways'","karen, hardy, bomas, langata road, railways"
NTSA/RSN-0285,Lankana Society,ADR-K9BF6Q7,125,125 (MEDIUM:51); 126 (MEDIUM:51); 24C (MEDIUM:48),MEDIUM,51,"3 waypoints (bomas, railways, langata); Terminal 'railways'","karen, railways,hardy, bomas, langata road"
NTSA/RSN-0286,Latema Sacco,NTR-00201901181136400,,,UNMATCHED,0,Insufficient keyword overlap,"Tom mboya, K.U,Thika rd,Warren,Kahawa sukari, Mwihoko"
NTSA/RSN-0286,Latema Sacco,NTR-0020160530150722,30,30 (MEDIUM:63); 105 (MEDIUM:63); 110 (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, uthiru); Terminal 'odeon'","Odeon, Westlands Kangemi Uthiru Kinoo Regen Railways Kitengela via Mlolongo, Isinya"
NTSA/RSN-0286,Latema Sacco,ADR-MDMSJLE,,,UNMATCHED,0,Insufficient keyword overlap,"Kitengela, Isinya, Kisaju"
NTSA/RSN-0286,Latema Sacco,ADR-REOSZVQ,105,105 (LOW:39),LOW,39,"2 waypoints (kinoo, odeon); Terminal 'odeon'","odeon, kinoo, westlandsuthiru"
NTSA/RSN-0286,Latema Sacco,NTR-001332,30,30 (MEDIUM:63); 105 (MEDIUM:63); 23KG (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, uthiru); Terminal 'odeon'","odeon, westlands,kangemi,uthiru,kinoo, regen"
NTSA/RSN-0286,Latema Sacco,ADR-8LMSY6Y,4W,4W (MEDIUM:51); 2 (LOW:39); 8 (LOW:39),MEDIUM,51,"3 waypoints (ngong, satellite, railways); Terminal 'railways'","railways, ngong road, naivasha road, satellite , kabiria, uthiru"
NTSA/RSN-0286,Latema Sacco,ADR-K9BF68M,2,2 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, abambassador, kawangware, uthiru"
NTSA/RSN-0286,Latema Sacco,ADR-7WRS93P,30,30 (MEDIUM:63); 105 (MEDIUM:63); 23KG (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, uthiru); Terminal 'odeon'","odeon, westlands, kangemi, uthiru, kinoo"
NTSA/RSN-0286,Latema Sacco,NTR-0015,2,2 (LOW:39); 56 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","uthiru, kawangware, yaya,ambassador, railways"
NTSA/RSN-0286,Latema Sacco,ADR-K9BF6JL,30,30 (MEDIUM:63); 105 (MEDIUM:63); 23KG (MEDIUM:51),MEDIUM,63,"4 waypoints (westlands, kangemi, uthiru); Terminal 'odeon'","odeon, kinoo,westlands, kangemi, uthiru"
NTSA/RSN-0286,Latema Sacco,ADR-BQ9SQBV,2,2 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, uthiru,abambassador, kawangware"
NTSA/RSN-01898,Libera Impex,NTR-00202008111606330,237,237 (LOW:36); 107D (LOW:36),LOW,36,"3 waypoints (thika, ruiru, ngara)","Nyeri, Kangema Muranga Kenol Thika Ruiru Eastern Bypass Mwihoko, Ngara"
NTSA/RSN-01898,Libera Impex,NTR-00202010261636060,100A,100A (LOW:39); 114R (LOW:39); 114W (LOW:39),LOW,39,"2 waypoints (limuru, ngara); Terminal 'fig tree'","Ngara, Kikuyu Wangige Limuru Mai mahiu Ngecha NdumaKarli Kahuho Thigio Kiroe, Kamangu"
NTSA/RSN-01898,Libera Impex,NTR-00202010261652440,33TP,33TP (MEDIUM:48); 33C (LOW:36); 33FED (LOW:36),MEDIUM,48,"4 waypoints (mombasa, tassia, pipeline)","Ngara, Jogoo rd Kayole Outering rd Tassia link rd Pipeline Mombasa rd, Machakos via Mlolongo"
NTSA/RSN-01898,Libera Impex,ADR-3ZQS3ZL,237,237 (MEDIUM:48); 107D (LOW:36),MEDIUM,48,"4 waypoints (ngara, thika, juja)","Cabanas, Outering rd Kayole Jogoo rd Ngara Thika rd Mwihoko Eastern bypass Ruiru Kenyatta rd Gatundu Mukinyi Juja Thika Muranga Kangema Nyeri, Nyahururu"
NTSA/RSN-01898,Libera Impex,ADR-JY7SLWZ,237,237 (MEDIUM:48); 114R (LOW:39),MEDIUM,48,"4 waypoints (juja, thika, ruiru)","Ngara, Thika Rd Ruiru juja juja farm Kenyatta Rd gatundu mukinyi kamwangi gakoe ndakaini Gatura mau mau Rd thika kenol muranga kangema nyeri nyahururu olkalou njambini engineer naivasha, Mai mahiu"
NTSA/RSN-01898,Libera Impex,NTR-00202111081143080,33C,33C (MEDIUM:48); 33FED (MEDIUM:48); 33TP (MEDIUM:48),MEDIUM,48,"4 waypoints (tassia, cabanas, pipeline)","cabanas, mombasa rd pipeline outering rd eastern bypass mwihoko tassia link rd kayole juja rd ngara, jogoo rd"
NTSA/RSN-01898,Libera Impex,NTR-00202111081146060,114W,114W (MEDIUM:51); 100A (LOW:39); 114R (LOW:39),MEDIUM,51,"3 waypoints (limuru, ngara, kari); Terminal 'fig tree'","thika, northern bypass kamangu kiroe thigio nduma ngecha kahuho kari limuru kikuyu wangige waiyaki way, ngara"
NTSA/RSN-01898,Libera Impex,NTR-00202111081144060,,,UNMATCHED,0,Insufficient keyword overlap,"thika, ngara machakos voi, mombasa"
NTSA/RSN-01898,Libera Impex,ADR-POKSRVO,33C,33C (MEDIUM:48); 33FED (MEDIUM:48); 33TP (MEDIUM:48),MEDIUM,48,"4 waypoints (tassia, cabanas, pipeline)","cabanas, mombasa rd pipeline outering rd eastern bypass jogoo rd kayole ngara thika rd mwihoko tassia link rd gatundu juja farm thika, kenol"
NTSA/RSN-01898,Libera Impex,NTR-001427,1960,1960 (MEDIUM:48); 04SK (MEDIUM:48); 33C (MEDIUM:48),MEDIUM,48,"5 waypoints (jogoo, makongeni, kayole)","cabanas, mombasa rd pipeline outering rd eastern bypass jogoo rd savannah manyanja rd soweto spine rd kayole kangundo rd forest rd ngara thika rd mwihoko tassia link rd gatundu juja farm thika makongeni kamwangi, kenol"
NTSA/RSN-01898,Libera Impex,NTR-00809,11,11 (LOW:36); 11_2 (LOW:36),LOW,36,"3 waypoints (mombasa, nairobi, machakos)","Malindi, Mombasa Voi Machakos Nairobi Bomet kericho Kisii Kisumu Kakamega Busia Eldoret, Kitale"
NTSA/RSN-01898,Libera Impex,ADR-VYAS95A,1960,1960 (MEDIUM:48); 04SK (MEDIUM:48); 1961K (MEDIUM:48),MEDIUM,48,"5 waypoints (jogoo, makongeni, kayole)","Nairobi, Mombasa Rd Machakos Malaa Cabanas Pipeline Outering Rd Eastern Bypass Jogoo Rd Savanna Manyanja Rd Soweto Spine Rd Kayole Kangundo Rd Forest Rd Ngara Thika Rd Mwihoko Tasis Link Rd Gatundu Juja Farm Thika Makongeni, Kamwangi"
NTSA/RSN-01898,Libera Impex,ADR-Q5LCM7B,,,UNMATCHED,0,Insufficient keyword overlap,"Kakamega, Kisumu Kisii Kericho Bomet Nairobi Eastleigh Matuu Kitui, Garissa"
NTSA/RSN-01898,Libera Impex,ADR-EPJSROL,237,237 (MEDIUM:48); 114R (LOW:39); 114W (LOW:39),MEDIUM,48,"4 waypoints (juja, thika, ruiru)","Nairobi, Ngara Thika Rd Ruiru Juja Juja Farm Kenyatta Rd Gatundu Mukinyi Kamwangi Gakoe Ndakaini Gatura Mau Mau Rd Thika Machakos Malaa Kenol Muranga Kangema Nyeri Nyahururu Ol Kalou Njambini Engineer Naivasha, Maai Mahiu"
NTSA/RSN-01898,Libera Impex,,114R,114R (MEDIUM:51); 114W (MEDIUM:51); 102 (MEDIUM:48),MEDIUM,51,"3 waypoints (farm, limuru, ngara); Terminal 'fig tree'","Malindi - Mombasa,Voi,Nairobi,Ngara,Thika rd,Ruiru,Juja,Juja farm,Kenyatta Rd,Gatundu,Mukinyi,Kamwangi,Mangu,Gatukuyu,Gakoe,Ndakaini,Gatura,Mau mau Rd,Thika,Machakos,Malaa,Kenol,Muranga,Kangema,Nyeri,Nyahururu,Ol Kalau,Njambini,Engineer,Naivasha,Maai mahiu,Limuru,Kikuyu,Bomet,Kericho,Kisii,Kisumu,Kakamega,Busia,Eldoret,Kitale. - Kitale- Malindi - Mombasa,Voi,Nairobi,Ngara,Thika rd,Ruiru,Juja,Juja farm,Kenyatta Rd,Gatundu,Mukinyi,Kamwangi,Mangu,Gatukuyu,Gakoe,Ndakaini,Gatura,Mau mau Rd,Thika,Machakos,Malaa,Kenol,Muranga,Kangema,Nyeri,Nyahururu,Ol Kalau,Njambini,Engineer,Naivasha,Maai mahiu,Limuru,Kikuyu,Bomet,Kericho,Kisii,Kisumu,Kakamega,Busia,Eldoret,Kitale. - Kitale - Malindi - Mombasa,Voi,Nairobi,Ngara,Thika rd,Ruiru,Juja,Juja farm,Kenyatta Rd,Gatundu,Mukinyi,Kamwangi,Mangu,Gatukuyu,Gakoe,Ndakaini,Gatura,Mau mau Rd,Thika,Machakos,Malaa,Kenol,Muranga,Kangema,Nyeri,Nyahururu,Ol Kalau,Njambini,Engineer,Naivasha,Maai mahiu,Limuru,Kikuyu,Bomet,Kericho,Kisii,Kisumu,Kakamega,Busia,Eldoret,Kitale. - Kitale"
NTSA/RSN-01898,Libera Impex,,1960,1960 (MEDIUM:48); 04SK (MEDIUM:48); 1961K (MEDIUM:48),MEDIUM,48,"5 waypoints (jogoo, makongeni, kayole)",Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back- Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back - Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back
NTSA/RSN-01898,Libera Impex,,1960,1960 (MEDIUM:48); 04SK (MEDIUM:48); 33TP (MEDIUM:48),MEDIUM,48,"4 waypoints (kayole, makongeni, soweto)","Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back- Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back - Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back"
NTSA/RSN-0288,Likambu Matatu,NTR-00201905151247360,,,UNMATCHED,0,Insufficient keyword overlap,"Kikuyu, Limurutigoni NgorongokanungaNdumberiruakaredhill KiambuRuiruVia Tatu city githiga githunguri, MakongeniThika"
NTSA/RSN-0288,Likambu Matatu,NTR-001334,,,UNMATCHED,0,Insufficient keyword overlap,"limuru, tigoni,kanunga, kiambu"
NTSA/RSN-0288,Likambu Matatu,NTR-001333,120,120 (LOW:36); 121 (LOW:36),LOW,36,"3 waypoints (kiambu, limuru, ndumberi)","limuru, ngorongo,ndumberi, kiambu"
NTSA/RSN-0288,Likambu Matatu,NTR-00201905151245410,100,100 (LOW:36); 116 (LOW:36); 120 (LOW:36),LOW,36,"3 waypoints (kiambu, limuru, city)","kikuyu, limuru,tigoni,kanunga,kiambu,ruiru,via tatu city, makongenithika"
NTSA/RSN-0288,Likambu Matatu,ADR-MDMSKRK,120,120 (MEDIUM:48); 121 (MEDIUM:48); 100 (LOW:36),MEDIUM,48,"4 waypoints (kiambu, limuru, ndumberi)","kikuyu, limuru,ngorongo,ndumberi,kiambu,ruiru,via tatu city, makongenithika"
NTSA/RSN-0293,Lira Line Society,NTR-001017,,,UNMATCHED,0,Insufficient keyword overlap,"Railways, KawangwareLimuru Nakuru, Kisii"
NTSA/RSN-0293,Lira Line Society,ADR-REOSZ7W,,,UNMATCHED,0,Insufficient keyword overlap,"Railways, KawangwareUthiru Limuru Nakuru Eldoret Kitale, Bungoma"
NTSA/RSN-0293,Lira Line Society,NTR-001016,102,102 (MEDIUM:63); 2 (MEDIUM:51); 111 (MEDIUM:51),MEDIUM,63,"4 waypoints (kawangware, ngong, railways); Terminal 'railways'","Railways, Kawangware ngong via Karen Kikuyu Uthiru Limuru Nakuru Eldoret Kitale, Bungoma"
NTSA/RSN-0293,Lira Line Society,NTR-00494,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, limuru, nakuru"
NTSA/RSN-0293,Lira Line Society,ADR-LZRSRVZ,2,2 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, kawangware, limuru"
NTSA/RSN-0293,Lira Line Society,ADR-YM3SBKO,2,2 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, kawangware , limuru, nakuru"
NTSA/RSN-0293,Lira Line Society,ADR-8LMSY8B,2,2 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, kawangware, uthiru, limuru"
NTSA/RSN-0294,Lopha,NTR-00139,,,UNMATCHED,0,Insufficient keyword overlap,"odeon, thika road,kasarani, thika"
